"","gene","MinExpr","MaxExpr","SD_logRPKM","Mean_logRPKM","Median_logRPKM","Q.25_logRPKM","Q.75_logRPKM","IQR_logRPKM","ShannonIndex","Kurtosis","Skewness","ZeroExpr_proportion","residual.SD_logRPKM","LOESS.fit","TP","gene_name","synonyms","gene_product","COG","regulator","uniprot","start","end","strand","essential","core_genome","iML1515","oxidizeME","DGF_strain","MS57","pseudogene","y_ome","k_eff","schmidt_prot_med","heckmann_prot_med","proteomics","p1k","p1k_ctrl_log_tpm","p1k_median_log_tpm","p1k_mad_log_tpm","in_iM","length"
"147","b0151",1.60329857206823,8.63807583103893,1.22985371856379,5.64172443335465,6.00132086991483,4.86825346469806,6.50796483123207,1.63971136653401,6.87280168450015,3.11457561580128,-0.795485549313222,0,0.279954204891213,0.949899513672573,1.19178389691277,"fhuC","fhuC","iron(III) hydroxamate ABC transporter ATP binding subunit","Inorganic ion transport and metabolism","RpoD,Fur","P07821",169778,170575,"+","False","False","True","True","False","False","False","False","True",NA,133,"True","True",6.237113683,5.484293668,1.1920503452835,"True",798
"148","b0152",1.43821248697065,8.18917936342605,1.05926490629562,5.10003083908047,5.31232887363927,4.35583228194519,5.85113329436493,1.49530101241974,6.87597674190065,2.98305892023352,-0.428645154666951,0,0.0749217624286028,0.984343143867014,0.986751454450164,"fhuD","fhuD","iron(III) hydroxamate ABC transporter periplasmic binding protein","Inorganic ion transport and metabolism","RpoD,Fur","P07822",170575,171465,"+","False","False","True","True","False","False","False","False","False",NA,NA,"False","True",5.64123089,4.863255497,1.0818335740674,"True",891
"149","b0153",1.32303202350171,7.55232029461826,1.08896835374303,4.18091281576228,4.39142292865638,3.4236331304448,4.95957646501475,1.53594333456995,6.86265314745541,2.93526124344127,-0.296143899484321,0,0.0816070630770949,1.00736129066594,0.993436755098656,"fhuB","fhuB","iron(III) hydroxamate ABC transporter membrane subunit","Inorganic ion transport and metabolism","RpoD,Fur","P06972",171462,173444,"+","False","False","True","True","True","False","False","False","False",NA,NA,"False","True",4.5208805825,3.926250462,1.10081117406749,"True",1983
"150","b0154",6.03628992109553,10.4425739315529,0.561701334708308,7.99086727279477,8.05968317848257,7.74493957364676,8.29404991015094,0.549110336504183,6.89623103642099,4.71509140592846,-0.104235292597823,0,-0.312116358896923,0.873817693605231,0.599713333124638,"hemL","hemL;gsa;popC","glutamate-1-semialdehyde aminotransferase","Coenzyme transport and metabolism","PdhR,FliA,PhoP","P23893",173602,174882,"-","True","True","True","True","True","True","False","False","True",2169,1588,"True","True",7.7143652195,7.637838396,0.491285820219601,"False",1281
"151","b0155",4.75297160070011,8.12795685808955,0.494234583765062,5.80838507542774,5.76509729519931,5.45840963749461,6.04698692151241,0.588577284017807,6.89519784803219,5.81056843290223,1.18826324004294,0,-0.442494001058825,0.936728584823887,0.469335690962736,"clcA","clcA;eriC;yadQ","chloride:H(+) antiporter ClcA","Inorganic ion transport and metabolism","","P37019",175107,176528,"+","False","False","True","True","True","True","False","False","False",NA,NA,"False","True",4.993474943,5.36100947342659,0.532291219010936,"False",1422
"152","b0156",4.81808768936807,12.8689090636778,0.845344128506965,8.99892662012533,9.07224849322428,8.53300823118569,9.46673511466001,0.933726883474325,6.89424100744826,5.60458185419244,-0.199013634281632,0,-0.0306644688760023,0.876008597382967,0.881165223145559,"erpA","erpA;yadR","iron-sulfur cluster insertion protein ErpA","Energy production and conversion","IscR,ryhB","P0ACC3",176610,176954,"+","True","False","False","True","True","True","False","False","True",2729.5,1229,"True","True",8.53882584,8.64844185572142,0.708496003847785,"False",345
"153","b0157",2.34637967955778,7.00167834481463,0.773138970040012,4.84961333286251,4.83544389980238,4.30656950326003,5.4130405635353,1.10647106027528,6.88583186336168,2.76851833576308,-0.0431486455576463,0,-0.221955341014531,0.995094311054544,0.68987435100703,"yadS","yadS","conserved inner membrane protein YadS","Function unknown","RpoD,RpoS,ppGpp","P0AFP0",177001,177624,"-","False","False","False","False","True","True","False","True","False",NA,NA,"False","True",4.5201857615,4.475978645,0.789733203184801,"False",624
"154","b0158",2.86797328768126,7.11769856248854,0.653875547825181,5.00021368275811,4.9383379235527,4.55890868111807,5.40446791211458,0.845559230996514,6.89019222738321,3.34160322359907,0.272176228883894,0,-0.33497444291961,0.988849990744791,0.576855249101951,"btuF","btuF;yadT","vitamin B12 ABC transporter periplasmic binding protein","Inorganic ion transport and metabolism","RpoD,RpoS","P37028",177662,178462,"-","False","False","True","True","True","True","False","False","False",NA,NA,"False","True",4.8545033085,4.540026484,0.537772200588,"False",801
"155","b0159",5.69962923561785,10.4932237690766,0.501585997445237,8.55913787888447,8.62657563100707,8.31871449501737,8.8603052872822,0.541590792264827,6.89696856784936,5.87900139604037,-0.723894518210571,0,-0.374391038564422,0.875977036009659,0.537438653457139,"mtn","mtnN;mtn;pfs;yadA","5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase","Nucleotide transport and metabolism","RpoD,RpoS","P0AF12",178455,179153,"-","False","True","True","True","True","True","False","False","True",2097,917,"True","True",8.5413909475,8.17479063563899,0.366384721938627,"False",699
"156","b0160",2.78590381164163,7.72957676104715,0.491202630169502,5.88946426697769,5.87148413668783,5.59030800433185,6.15607626420832,0.565768259876473,6.89513790173794,8.99636898612709,-0.572257922851824,0,-0.4400119629704,0.931214593139902,0.471817729051161,"dgt","dgt","dGTP triphosphohydrolase","Nucleotide transport and metabolism","ppGpp","P15723",179237,180754,"+","False","False","True","True","True","True","False","False","False",3,NA,"True","True",5.2822360665,5.45225601471689,0.407115216715468,"True",1518
"157","b0161",4.72098320802702,12.8321583584171,0.96297161856253,7.32910749265563,7.30453103164486,6.79510991604086,7.78543240409456,0.990322488053703,6.89039143932451,8.49570147073014,1.23427438584796,0,0.0899068950043177,0.873064723558212,1.00173658702588,"degP","degP;htrA;ptd","periplasmic serine endoprotease DegP","Post-translational modification, protein turnover,and chaperones","RpoE,H-NS,CpxR","P0C0V0",180884,182308,"+","False","False","False","False","True","True","False","False","True",2137,990,"True","True",7.245652731,6.920762353,0.830029737448799,"True",1425
"158","b0162",1.56423093660389,9.93735973365176,0.980733266703234,4.03323762631499,3.82878496101509,3.4022846259882,4.38827157383353,0.985986947845334,6.87190292608955,9.2907080532545,1.86617871268868,0,-0.0215407490040729,1.00227401570731,0.890288943017488,"cdaR","cdaR;sdaR;yaeG","DNA-binding transcriptional activator CdaR","Transcription","CdaR,Nac","P37047",182463,183620,"+","False","False","False","False","True","True","False","False","False",NA,NA,"False","True",2.6561579665,3.434962457,0.672533273048488,"True",1158
"159","b0163",6.54355896038551,12.7343983400325,0.755421539207563,9.02459131605425,8.90620146264566,8.5388524073559,9.4080519624388,0.869199555082897,6.89528165665535,4.76194816055776,0.868460136797747,0,-0.120620534093112,0.876042073300675,0.791209157928449,"yaeH","yaeH","DUF3461 domain-containing protein YaeH","Function unknown","ppGpp","P62768",183709,184095,"-","False","False","False","False","True","True","False","True","True",2220.5,561,"True","True",8.216545203,8.498048908,0.664510890182999,"False",387
"160","b0164",1.55496299549381,6.93636243489962,0.745249381393492,4.11477242448185,4.03486513520634,3.66112047917412,4.50936457920447,0.848244100030341,6.88232982195054,4.00191300438636,0.364107802848217,0,-0.260111248569292,1.00536062996278,0.651718443452269,"yaeI","yaeI","phosphodiesterase YaeI","Function unknown","ppGpp","P37049",184257,185069,"-","False","False","False","False","True","True","False","False","False",NA,NA,"False","True",3.9831079725,3.65978103378114,0.546858360973076,"True",813
"161","b0166",7.98852119107666,12.1129712174344,0.839093914243075,10.2607212795348,10.3511610902321,9.83012183577814,10.8116973708361,0.98157553505793,6.8953197682145,2.88771671440348,-0.472168689164892,0,-0.0421048264513124,0.881198740694388,0.869724865570249,"dapD","dapD","tetrahydrodipicolinate succinylase","Amino acid transport and metabolism","RpoD,ArgP,MarA,Rob,SoxS","P0A9D8",185123,185947,"-","True","False","True","True","True","True","False","False","True",6325.5,10419,"True","True",10.407992375,9.937927238,0.787970279107201,"True",825
"162","b0167",4.40860963977248,8.49876767913357,0.560280568806693,6.01679797336948,5.96046709541869,5.68234265038121,6.30605996451455,0.623717314133343,6.89445593554839,4.84042249418726,0.746659032607928,0,-0.363185527019461,0.923466095826154,0.5486441650021,"glnD","glnD","PII uridylyltransferase/uridylyl removing enzyme","Post-translational modification, protein turnover,and chaperones","Fur,Fnr,MarA,Rob,SoxS","P27249",185978,188650,"-","False","False","False","False","True","True","False","False","True",140.5,151,"True","True",6.135557071,5.53306581351982,0.55022060164052,"True",2673
"163","b0168",5.96020816851995,11.6280689325645,0.654796926603366,9.00449586106337,8.98349935218621,8.63580883699952,9.27537400828564,0.639565171286117,6.89610156685719,5.61535280198516,0.64187310828798,0,-0.221218649691859,0.876015576295225,0.690611042329702,"map","map","methionine aminopeptidase","Amino acid transport and metabolism","MarA,Nac,Rob,SoxS","P0AE18",188712,189506,"-","True","True","False","True","True","True","False","False","True",1267.5,1592,"True","True",8.7255737365,8.51355588,0.455488760496001,"True",795
"164","b0169",9.37079803517597,14.5630763461301,0.673279361730235,12.0492163812106,12.0735019537535,11.6526310475429,12.4056686094409,0.753037561897976,6.89715126585394,4.74835447142284,0.00727230325170503,0,-0.224028720354027,0.897308082084262,0.687800971667534,"rpsB","rpsB","30S ribosomal subunit protein S2","Translation, ribosomal structure and biogenesis","RpoD,RpsB,ppGpp","P0A7V0",189874,190599,"+","True","True","False","True","True","True","False","False","True",22258,13019,"True","True",12.492324855,11.6495313,0.512850851016,"True",726
"165","b0170",7.63179741680308,13.0125917476575,0.64829996377681,10.7656239890264,10.7511005066622,10.4239234902328,11.1141645447041,0.69024105447129,6.8968904933116,5.30461475610614,-0.180177800106956,0,-0.236659600482725,0.884959564259536,0.675170091538836,"tsf","tsf","protein chain elongation factor EF-Ts","Translation, ribosomal structure and biogenesis","RpoD,RpsB,ppGpp","P0A6P1",190857,191708,"+","True","True","False","True","True","True","False","False","True",12554,10498,"True","True",10.64831444,10.3586736213414,0.425818804221247,"True",852
"166","b0171",6.35817503885906,11.2184617710112,0.693406887997413,8.41227346282085,8.36610120103545,7.99622030456882,8.86042076589519,0.864200461326376,6.89532645305869,3.54066960874201,0.203157009136269,0,-0.182799419957697,0.87620630795511,0.729030272063864,"pyrH","pyrH;smbA","UMP kinase","Nucleotide transport and metabolism","RpoD","P0A7E9",191855,192580,"+","True","False","True","True","True","True","False","False","True",580,1128,"True","True",8.6069186835,7.989829159,0.624473262357001,"False",726
"167","b0172",8.76361659615936,11.8016459217621,0.472645942293747,10.3714394669912,10.401983869087,10.0287534480272,10.7151512721847,0.686397824157545,6.89767437622233,2.82526718991286,-0.113332597436104,0,-0.409308330375601,0.881954272669348,0.50252136164596,"frr","frr;rrf","ribosome-recycling factor","Translation, ribosomal structure and biogenesis","RpoD,ppGpp","P0A805",192872,193429,"+","True","True","False","True","True","True","False","False","True",3664.5,2927,"True","True",10.481874795,9.999222668,0.439527640423201,"False",558
"168","b0173",4.33244378157059,8.39347898529934,0.655870054791739,5.96015498138907,5.96353278481732,5.39785963468568,6.40194069383357,1.00408105914789,6.89274296537087,3.38198946517768,0.517008346984904,0,-0.270922399316633,0.926792454108371,0.640907292704928,"dxr","dxr;ispC;yaeM","1-deoxy-D-xylulose 5-phosphate reductoisomerase","Lipid transport and metabolism","","P45568",193521,194717,"+","True","True","True","True","True","True","False","False","True",NA,133,"True","True",4.8682302685,5.610778875,0.6695806067832,"True",1197
"169","b0174",5.84410918582613,10.4286610224001,0.677423250214717,8.22194968478176,8.23151565903186,7.80122280798272,8.645284519978,0.84406171199528,6.89531047027797,3.53709696763284,0.00586020856927853,0,-0.198577689896521,0.876000940111238,0.71325200212504,"ispU","ispU;rth;uppS;yaeS","undecaprenyl diphosphate synthase","Lipid transport and metabolism","ppGpp","P60472",194903,195664,"+","True","False","True","True","True","True","False","False","True",NA,176,"True","True",7.428148253,7.84775294,0.506715200173051,"False",762
"170","b0175",5.06992988645872,9.61410462757202,0.638452608679166,7.36897719197088,7.33906337561776,7.00450135344266,7.72898152942932,0.724480175986656,6.89495991731614,4.05933780187997,0.127946043903133,0,-0.233837803167861,0.872290411847027,0.677991888853701,"cdsA","cdsA;cds","CDP-diglyceride synthetase","Lipid transport and metabolism","ppGpp","P0ABG1",195677,196534,"+","True","True","True","True","True","True","False","False","False",62.5,NA,"True","True",6.9924423745,6.9670483172616,0.448465291794852,"False",858
"171","b0176",6.79370915791771,9.78628727444129,0.424194016298529,8.34792757344401,8.29520920871736,8.07210505402419,8.60773110769757,0.535626053673379,6.89743068418013,3.67114322367409,0.362020372871829,0,-0.452139715589289,0.876333731887818,0.459689976432272,"rseP","rseP;ecfE;yaeL","intramembrane zinc metalloprotease","Cell wall/membrane/envelope biogenesis","RpoE","P0AEH1",196546,197898,"+","True","False","False","False","True","True","False","False","True",6,164,"True","True",7.7529925745,7.893610218,0.309970680936,"False",1353
"172","b0177",7.75609179582721,10.536293267778,0.359615895410071,9.2449709093705,9.238922775109,9.04081949360105,9.44064980378757,0.399830310186518,6.89795813083274,4.58051039351072,0.0267610343658024,0,-0.516849009957148,0.876464905367219,0.394980682064413,"bamA","bamA;yaeT;yzzN;yzzY","outer membrane protein assembly factor BamA","Cell wall/membrane/envelope biogenesis","RpoE,YbiH","P0A940",197928,200360,"+","True","False","False","True","True","True","False","False","True",1751,1997,"True","True",8.7268162845,8.81291905827266,0.248998714827452,"False",2433
"173","b0178",8.48208331743853,12.0674020843081,0.448214733169624,10.3875335208252,10.4352028152152,10.1239270782988,10.6806661687602,0.556739090461466,6.89777673517676,4.15243511339102,-0.490823590947254,0,-0.433852768827865,0.882067501997489,0.477976923193696,"skp","skp;hlpA;ompH","periplasmic chaperone Skp","Cell wall/membrane/envelope biogenesis","RpoE,cpxQ,GadE,CpxR","P0AEU7",200482,200967,"+","False","False","False","False","True","True","False","False","True",6625,1430,"True","True",10.16446175,9.960073553,0.46839584711833,"False",486
"174","b0179",7.72299218877897,11.1398935840329,0.45424535517993,9.6581693319931,9.70580252331301,9.47277350305753,9.93569767133853,0.462924168281006,6.89758503924659,6.5721410341192,-1.25175852538502,0,-0.423627838118717,0.877873193298647,0.488201853902844,"lpxD","lpxD;firA;omsA","UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase","Cell wall/membrane/envelope biogenesis","RpoE,GadE,CpxR","P21645",200971,201996,"+","True","True","True","True","True","True","False","False","True",72.5,757,"True","True",9.6258681045,9.282185648,0.3820386200694,"False",1026
"175","b0180",7.66996666437618,10.9834043769361,0.481285067896756,9.81287028788128,9.83148273337996,9.50982760180768,10.1124230797473,0.602595477939659,6.89750225083392,3.87349986706044,-0.445640540156947,0,-0.397306647549236,0.878591715445992,0.514523044472325,"fabZ","fabZ;sefA;yaeA","3-hydroxy-acyl-[acyl-carrier-protein] dehydratase","Lipid transport and metabolism","RpoE,GadE,CpxR","P0A6Q6",202101,202556,"+","True","False","True","True","True","True","False","False","True",4431.5,2512,"True","True",8.894441541,9.348397813,0.444029841464999,"False",456
